"","pathway_name","ID","family","mapp_type","category","mapped_ID","mapped_family"
"323","AKT-mediated inactivation of FOXO1A","R-HSA-211163","reactome","isPartOf","FoxO signaling pathway - Homo sapiens (human)","path:hsa04068","kegg"
"324","Fructose biosynthesis","R-HSA-5652227","reactome","isPartOf","Fructose and mannose metabolism - Homo sapiens (human)","path:hsa00051","kegg"
"325","Synthesis of GDP-mannose","R-HSA-446205","reactome","isPartOf","Fructose and mannose metabolism - Homo sapiens (human)","path:hsa00051","kegg"
"326","Fructose and mannose metabolism - Homo sapiens (human)","path:hsa00051","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"327","Fructose catabolism","R-HSA-70350","reactome","isPartOf","Fructose and mannose metabolism - Homo sapiens (human)","path:hsa00051","kegg"
"328","Fructose metabolism","R-HSA-5652084","reactome","isPartOf","Fructose and mannose metabolism - Homo sapiens (human)","path:hsa00051","kegg"
"329","GABA receptor activation","R-HSA-977443","reactome","isPartOf","GABAergic synapse - Homo sapiens (human)","path:hsa04727","kegg"
"330","GABA B receptor activation","R-HSA-977444","reactome","isPartOf","GABAergic synapse - Homo sapiens (human)","path:hsa04727","kegg"
"331","GABA A (rho) receptor activation","R-HSA-977442","reactome","isPartOf","GABAergic synapse - Homo sapiens (human)","path:hsa04727","kegg"
"332","GABA A receptor activation","R-HSA-977441","reactome","isPartOf","GABAergic synapse - Homo sapiens (human)","path:hsa04727","kegg"
"333","Galactose catabolism","R-HSA-70370","reactome","isPartOf","Galactose metabolism - Homo sapiens (human)","path:hsa00052","kegg"
"334","Gap junction degradation","R-HSA-190873","reactome","isPartOf","Gap junction - Homo sapiens (human)","path:hsa04540","kegg"
"335","c-src mediated regulation of Cx43 function and closure of gap junctions","R-HSA-191647","reactome","isPartOf","Gap junction - Homo sapiens (human)","path:hsa04540","kegg"
"336","Gap junction trafficking","R-HSA-190828","reactome","isPartOf","Gap junction - Homo sapiens (human)","path:hsa04540","kegg"
"337","Formation of annular gap junctions","R-HSA-196025","reactome","isPartOf","Gap junction - Homo sapiens (human)","path:hsa04540","kegg"
"338","Gap junction assembly","R-HSA-190861","reactome","isPartOf","Gap junction - Homo sapiens (human)","path:hsa04540","kegg"
"339","Gap junction trafficking and regulation","R-HSA-157858","reactome","isPartOf","Gap junction - Homo sapiens (human)","path:hsa04540","kegg"
"340","Regulation of gap junction activity","R-HSA-191650","reactome","isPartOf","Gap junction - Homo sapiens (human)","path:hsa04540","kegg"
"341","Glucagon signaling pathway - Homo sapiens (human)","path:hsa04922","kegg","equivalentTo","Glucagon signaling in metabolic regulation","R-HSA-163359","reactome"
"342","Activation of kainate receptors upon glutamate binding","R-HSA-451326","reactome","isPartOf","Glutamatergic synapse - Homo sapiens (human)","path:hsa04724","kegg"
"343","Glutamatergic synapse - Homo sapiens (human)","path:hsa04724","kegg","isPartOf","Neurotransmitter uptake and metabolism In glial cells","R-HSA-112313","reactome"
"344","Unblocking of NMDA receptor, glutamate binding and activation","R-HSA-438066","reactome","isPartOf","Glutamatergic synapse - Homo sapiens (human)","path:hsa04724","kegg"
"345","Activation of AMPA receptors","R-HSA-399710","reactome","isPartOf","Glutamatergic synapse - Homo sapiens (human)","path:hsa04724","kegg"
"346","Presynaptic function of Kainate receptors","R-HSA-500657","reactome","isPartOf","Glutamatergic synapse - Homo sapiens (human)","path:hsa04724","kegg"
"347","Glutamate Neurotransmitter Release Cycle","R-HSA-210500","reactome","isPartOf","Glutamatergic synapse - Homo sapiens (human)","path:hsa04724","kegg"
"348","Neurotransmitter uptake and metabolism In glial cells","R-HSA-112313","reactome","isPartOf","Glutamatergic synapse - Homo sapiens (human)","path:hsa04724","kegg"
"349","Glutathione metabolism - Homo sapiens (human)","path:hsa00480","kegg","equivalentTo","Glutathione synthesis and recycling","R-HSA-174403","reactome"
"350","Glycerolipid metabolism - Homo sapiens (human)","path:hsa00561","kegg","isPartOf","Metabolism of lipids","R-HSA-556833","reactome"
"351","Glycerolipid metabolism - Homo sapiens (human)","path:hsa00561","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"352","Acyl chain remodeling of DAG and TAG","R-HSA-1482883","reactome","isPartOf","Glycerolipid metabolism - Homo sapiens (human)","path:hsa00561","kegg"
"353","Glycerophospholipid catabolism","R-HSA-6814848","reactome","isPartOf","Glycerolipid metabolism - Homo sapiens (human)","path:hsa00561","kegg"
"354","Acyl chain remodelling of PI","R-HSA-1482922","reactome","isPartOf","Glycerophospholipid metabolism - Homo sapiens (human)","path:hsa00564","kegg"
"355","Synthesis of PS","R-HSA-1483101","reactome","isPartOf","Glycerophospholipid metabolism - Homo sapiens (human)","path:hsa00564","kegg"
"356","Glycerophospholipid metabolism - Homo sapiens (human)","path:hsa00564","kegg","isPartOf","Metabolism of lipids","R-HSA-556833","reactome"
"357","Synthesis of PE","R-HSA-1483213","reactome","isPartOf","Glycerophospholipid metabolism - Homo sapiens (human)","path:hsa00564","kegg"
"358","Glycerophospholipid biosynthesis","R-HSA-1483206","reactome","isPartOf","Glycerophospholipid metabolism - Homo sapiens (human)","path:hsa00564","kegg"
"359","Glycerophospholipid metabolism - Homo sapiens (human)","path:hsa00564","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"360","Digestion of dietary lipid","R-HSA-192456","reactome","isPartOf","Glycerophospholipid metabolism - Homo sapiens (human)","path:hsa00564","kegg"
"361","Glycerophospholipid catabolism","R-HSA-6814848","reactome","isPartOf","Glycerophospholipid metabolism - Homo sapiens (human)","path:hsa00564","kegg"
"362","Acyl chain remodelling of PC","R-HSA-1482788","reactome","isPartOf","Glycerophospholipid metabolism - Homo sapiens (human)","path:hsa00564","kegg"
"363","Glycine, serine and threonine metabolism - Homo sapiens (human)","path:hsa00260","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"364","Glycine, serine and threonine metabolism - Homo sapiens (human)","path:hsa00260","kegg","isPartOf","Amine Oxidase reactions","R-HSA-140179","reactome"
"365","Glycine degradation","R-HSA-6783984","reactome","isPartOf","Glycine, serine and threonine metabolism - Homo sapiens (human)","path:hsa00260","kegg"
"366","Glycine, serine and threonine metabolism - Homo sapiens (human)","path:hsa00260","kegg","isPartOf","Amino acid synthesis and interconversion (transamination)","R-HSA-70614","reactome"
"367","Glycine, serine and threonine metabolism - Homo sapiens (human)","path:hsa00260","kegg","isPartOf","Metabolism of amino acids and derivatives","R-HSA-71291","reactome"
"368","Glycolysis / Gluconeogenesis - Homo sapiens (human)","path:hsa00010","kegg","isPartOf","Glucose metabolism","R-HSA-70326","reactome"
"369","Gluconeogenesis","R-HSA-70263","reactome","isPartOf","Glycolysis / Gluconeogenesis - Homo sapiens (human)","path:hsa00010","kegg"
"370","Glycolysis / Gluconeogenesis - Homo sapiens (human)","path:hsa00010","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"371","Glycolysis / Gluconeogenesis - Homo sapiens (human)","path:hsa00010","kegg","isPartOf","Metabolism of carbohydrates","R-HSA-71387","reactome"
"372","Glycolysis","R-HSA-70171","reactome","isPartOf","Glycolysis / Gluconeogenesis - Homo sapiens (human)","path:hsa00010","kegg"
"373","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","path:hsa00532","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"374","Chondroitin sulfate biosynthesis","R-HSA-2022870","reactome","isPartOf","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","path:hsa00532","kegg"
"375","Glycosaminoglycan metabolism","R-HSA-1630316","reactome","isPartOf","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","path:hsa00532","kegg"
"376","Chondroitin sulfate/dermatan sulfate metabolism","R-HSA-1793185","reactome","isPartOf","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","path:hsa00532","kegg"
"377","Dermatan sulfate biosynthesis","R-HSA-2022923","reactome","isPartOf","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","path:hsa00532","kegg"
"378","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","path:hsa00534","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"379","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","path:hsa00534","kegg","isPartOf","Glycosaminoglycan metabolism","R-HSA-1630316","reactome"
"380","Heparan sulfate/heparin (HS-GAG) metabolism","R-HSA-1638091","reactome","isPartOf","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","path:hsa00534","kegg"
"381","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","path:hsa00533","kegg","isPartOf","Glycosaminoglycan metabolism","R-HSA-1630316","reactome"
"382","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","path:hsa00533","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"383","Keratan sulfate biosynthesis","R-HSA-2022854","reactome","isPartOf","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","path:hsa00533","kegg"
"384","Glycosaminoglycan degradation - Homo sapiens (human)","path:hsa00531","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"385","Glycosaminoglycan degradation - Homo sapiens (human)","path:hsa00531","kegg","isPartOf","Glycosaminoglycan metabolism","R-HSA-1630316","reactome"
"386","Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human)","path:hsa00603","kegg","isPartOf","Sphingolipid metabolism","R-HSA-428157","reactome"
"387","Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human)","path:hsa00603","kegg","isPartOf","Glycosphingolipid metabolism","R-HSA-1660662","reactome"
"388","Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human)","path:hsa00603","kegg","isPartOf","Metabolism of lipids","R-HSA-556833","reactome"
"389","Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human)","path:hsa00601","kegg","isPartOf","Metabolism of lipids","R-HSA-556833","reactome"
"390","Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human)","path:hsa00601","kegg","isPartOf","Glycosphingolipid metabolism","R-HSA-1660662","reactome"
"391","Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human)","path:hsa00601","kegg","isPartOf","Sphingolipid metabolism","R-HSA-428157","reactome"
"392","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","path:hsa00563","kegg","equivalentTo","Synthesis of glycosylphosphatidylinositol (GPI)","R-HSA-162710","reactome"
"393","Synthesis of glycosylphosphatidylinositol (GPI)","R-HSA-162710","reactome","isPartOf","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","path:hsa00563","kegg"
"394","Post-translational modification: synthesis of GPI-anchored proteins","R-HSA-163125","reactome","isPartOf","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","path:hsa00563","kegg"
"395","Glyoxylate metabolism and glycine degradation","R-HSA-389661","reactome","isPartOf","Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)","path:hsa00630","kegg"
"396","Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)","path:hsa00630","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"397","Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)","path:hsa00630","kegg","isPartOf","Metabolism of amino acids and derivatives","R-HSA-71291","reactome"
"398","Graft-versus-host disease - Homo sapiens (human)","path:hsa05332","kegg","isPartOf","Adaptive Immune System","R-HSA-1280218","reactome"
"399","Graft-versus-host disease - Homo sapiens (human)","path:hsa05332","kegg","isPartOf","Immune System","R-HSA-168256","reactome"
"400","Hedgehog signaling pathway - Homo sapiens (human)","path:hsa04340","kegg","equivalentTo","Signaling by Hedgehog","R-HSA-5358351","reactome"
"401","Hedgehog on state","R-HSA-5632684","reactome","isPartOf","Hedgehog signaling pathway - Homo sapiens (human)","path:hsa04340","kegg"
"402","Hedgehog ligand biogenesis","R-HSA-5358346","reactome","isPartOf","Hedgehog signaling pathway - Homo sapiens (human)","path:hsa04340","kegg"
"403","Signaling by Hedgehog","R-HSA-5358351","reactome","isPartOf","Hedgehog signaling pathway - Homo sapiens (human)","path:hsa04340","kegg"
"404","Hedgehog off state","R-HSA-5610787","reactome","isPartOf","Hedgehog signaling pathway - Homo sapiens (human)","path:hsa04340","kegg"
"405","Hippo signaling pathway - Homo sapiens (human)","path:hsa04390","kegg","equivalentTo","Signaling by Hippo","R-HSA-2028269","reactome"
"406","Hippo signaling pathway - multiple species - Homo sapiens (human)","path:hsa04392","kegg","equivalentTo","Signaling by Hippo","R-HSA-2028269","reactome"
"407","Histidine metabolism - Homo sapiens (human)","path:hsa00340","kegg","isPartOf","Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism","R-HSA-6788656","reactome"
"408","Histidine metabolism - Homo sapiens (human)","path:hsa00340","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"409","Histidine metabolism - Homo sapiens (human)","path:hsa00340","kegg","isPartOf","Amine Oxidase reactions","R-HSA-140179","reactome"
"410","Histidine metabolism - Homo sapiens (human)","path:hsa00340","kegg","isPartOf","Metabolism of amino acids and derivatives","R-HSA-71291","reactome"
"411","Histidine catabolism","R-HSA-70921","reactome","isPartOf","Histidine metabolism - Homo sapiens (human)","path:hsa00340","kegg"
"412","Homology Directed Repair","R-HSA-5693538","reactome","isPartOf","Homologous recombination - Homo sapiens (human)","path:hsa03440","kegg"
"413","IL-17 signaling pathway - Homo sapiens (human)","path:hsa04657","kegg","equivalentTo","Interleukin-17 signaling","R-HSA-448424","reactome"
"414","IL-17 signaling pathway - Homo sapiens (human)","path:hsa04657","kegg","isPartOf","Cytokine Signaling in Immune system","R-HSA-1280215","reactome"
"415","IL-17 signaling pathway - Homo sapiens (human)","path:hsa04657","kegg","isPartOf","Signaling by Interleukins","R-HSA-449147","reactome"
"416","IL-17 signaling pathway - Homo sapiens (human)","path:hsa04657","kegg","isPartOf","Immune System","R-HSA-168256","reactome"
"417","Influenza Virus Induced Apoptosis","R-HSA-168277","reactome","isPartOf","Influenza A - Homo sapiens (human)","path:hsa05164","kegg"
"418","Influenza Life Cycle","R-HSA-168255","reactome","isPartOf","Influenza A - Homo sapiens (human)","path:hsa05164","kegg"
"419","Influenza A - Homo sapiens (human)","path:hsa05164","kegg","isPartOf","Influenza Life Cycle","R-HSA-168255","reactome"
"420","Influenza A - Homo sapiens (human)","path:hsa05164","kegg","isPartOf","Influenza Infection","R-HSA-168254","reactome"
"421","Influenza Infection","R-HSA-168254","reactome","isPartOf","Influenza A - Homo sapiens (human)","path:hsa05164","kegg"
"422","Inositol phosphate metabolism - Homo sapiens (human)","path:hsa00562","kegg","equivalentTo","Inositol phosphate metabolism","R-HSA-1483249","reactome"
"423","Insulin secretion - Homo sapiens (human)","path:hsa04911","kegg","equivalentTo","Regulation of insulin secretion","R-HSA-422356","reactome"
"424","Signaling by Insulin receptor","R-HSA-74752","reactome","isPartOf","Insulin signaling pathway - Homo sapiens (human)","path:hsa04910","kegg"
"425","Insulin receptor signalling cascade","R-HSA-74751","reactome","isPartOf","Insulin signaling pathway - Homo sapiens (human)","path:hsa04910","kegg"
"426","Intestinal immune network for IgA production - Homo sapiens (human)","path:hsa04672","kegg","isPartOf","Immune System","R-HSA-168256","reactome"
"427","Intestinal immune network for IgA production - Homo sapiens (human)","path:hsa04672","kegg","isPartOf","Adaptive Immune System","R-HSA-1280218","reactome"
